Date;Date et heure de restitution;Gare;Code UIC;Nature d'objets;Type d'objets;Type d'enregistrement
2020-01-15T10:11:15+01:00;2020-01-15T18:16:01+01:00;Nancy;87141002;Autres instruments de musique;Instruments de musique;Objet trouvé
2020-01-18T09:23:55+01:00;2020-01-18T17:13:22+01:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-07-10T11:15:50+02:00;2020-07-10T14:20:27+02:00;Nancy;87141002;Vélo;Vélos, trottinettes, accessoires 2 roues;Objet trouvé
2020-06-29T22:12:25+02:00;2020-07-02T15:05:58+02:00;Nancy;87141002;Sac d'enseigne (plastique, papier, …);Bagagerie: sacs, valises, cartables;Objet trouvé
2020-01-07T19:12:13+01:00;2020-01-17T13:54:01+01:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-06-19T05:56:15+02:00;2020-06-19T14:15:58+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-02-20T21:03:56+01:00;2020-02-26T10:55:49+01:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-02-25T12:54:35+01:00;2020-02-25T16:40:47+01:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-03-13T17:58:50+01:00;2020-03-14T20:03:43+01:00;Nancy;87141002;Sacoche pour ordinateur, photo, vidéo;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-03-08T14:47:11+01:00;2020-03-08T18:49:33+01:00;Nancy;87141002;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-02-29T17:59:59+01:00;2020-02-29T18:24:10+01:00;Nancy;87141002;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-03-04T17:35:56+01:00;2020-03-04T19:52:45+01:00;Nancy;87141002;Lunettes en étui;Optique;Objet trouvé
2020-08-06T22:12:26+02:00;2020-08-11T09:07:50+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-06-26T21:39:08+02:00;2020-06-27T09:49:57+02:00;Nancy;87141002;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-06-10T22:36:00+02:00;2020-06-28T21:32:59+02:00;Nancy;87141002;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-02-16T22:07:04+01:00;2020-02-22T10:45:12+01:00;Nancy;87141002;Lunettes en étui;Optique;Objet trouvé
2020-07-13T12:37:54+02:00;2020-07-14T12:01:56+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-07-13T12:40:54+02:00;2020-07-15T10:37:07+02:00;Nancy;87141002;Lunettes en étui;Optique;Objet trouvé
2020-06-11T18:22:25+02:00;2020-06-13T11:09:16+02:00;Nancy;87141002;Lunettes en étui;Optique;Objet trouvé
2020-07-07T11:16:09+02:00;2020-07-07T18:20:44+02:00;Nancy;87141002;Vélo;Vélos, trottinettes, accessoires 2 roues;Objet trouvé
2020-06-03T09:08:07+02:00;2020-06-05T12:17:45+02:00;Nancy;87141002;Clés, porte-clés;Clés, porte-clés, badge magnétique;Objet trouvé
2020-06-22T09:08:54+02:00;2020-06-23T14:32:15+02:00;Nancy;87141002;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels;Objet trouvé
2020-05-27T22:04:31+02:00;2020-05-29T08:14:50+02:00;Nancy;87141002;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-05-28T13:34:27+02:00;2020-05-28T17:06:58+02:00;Nancy;87141002;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-03-13T10:10:36+01:00;2020-06-02T11:34:39+02:00;Nancy;87141002;Badge magnétique;Clés, porte-clés, badge magnétique;Objet trouvé
2020-06-29T11:48:25+02:00;2020-07-06T17:03:46+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-06-23T08:47:37+02:00;2020-06-26T08:44:36+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-08-06T09:05:51+02:00;2020-08-11T09:12:13+02:00;Nancy;87141002;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-07-20T20:03:24+02:00;2020-07-21T17:17:18+02:00;Nancy;87141002;Autres divers;Divers;Objet trouvé
2020-07-23T21:24:00+02:00;2020-08-01T13:55:57+02:00;Nancy;87141002;Sac d'enseigne (plastique, papier, …);Bagagerie: sacs, valises, cartables;Objet trouvé
2020-07-29T17:50:03+02:00;2020-07-30T09:59:50+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-02-22T11:01:46+01:00;2020-02-23T11:54:09+01:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-02-23T22:17:26+01:00;2020-02-24T12:00:08+01:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-03-11T10:16:56+01:00;2020-03-11T14:09:12+01:00;Nancy;87141002;Sac d'enseigne (plastique, papier, …);Bagagerie: sacs, valises, cartables;Objet trouvé
2020-03-12T14:35:07+01:00;2020-03-12T16:50:30+01:00;Nancy;87141002;Sacoche pour ordinateur, photo, vidéo;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-03-12T21:53:47+01:00;2020-03-16T13:17:04+01:00;Nancy;87141002;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-02-28T08:22:29+01:00;2020-02-28T13:25:21+01:00;Nancy;87141002;Sac d'enseigne (plastique, papier, …);Bagagerie: sacs, valises, cartables;Objet trouvé
2020-06-08T22:16:01+02:00;2020-06-09T12:51:35+02:00;Nancy;87141002;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-06-17T17:32:27+02:00;2020-06-18T10:29:53+02:00;Nancy;87141002;Sac à main;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-06-07T12:56:38+02:00;2020-06-07T14:22:51+02:00;Nancy;87141002;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-06-20T13:17:57+02:00;2020-06-20T16:50:38+02:00;Nancy;87141002;Ordinateur, ordinateur portable, notebook;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-06-12T22:12:19+02:00;2020-06-15T08:12:21+02:00;Nancy;87141002;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-07-10T06:31:45+02:00;2020-08-03T10:54:36+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-07-28T19:27:50+02:00;2020-08-14T18:27:26+02:00;Nancy;87141002;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-08-08T20:59:54+02:00;2020-08-15T11:31:37+02:00;Nancy;87141002;Sac à main;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-07-18T16:43:39+02:00;2020-07-22T19:42:47+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-07-13T13:49:20+02:00;2020-07-13T14:08:28+02:00;Nancy;87141002;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-07-04T13:02:35+02:00;2020-07-09T18:47:24+02:00;Nancy;87141002;Sacoche pour ordinateur, photo, vidéo;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-02-17T13:55:45+01:00;2020-02-25T13:58:36+01:00;Nancy;87141002;Lunettes en étui;Optique;Objet trouvé
2020-03-12T19:30:59+01:00;2020-03-14T17:29:11+01:00;Nancy;87141002;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-02-24T13:43:09+01:00;2020-02-24T15:32:14+01:00;Nancy;87141002;Sac d'enseigne (plastique, papier, …);Bagagerie: sacs, valises, cartables;Objet trouvé
2020-03-12T11:44:28+01:00;2020-03-12T11:56:49+01:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-03-02T19:38:10+01:00;2020-03-03T14:38:07+01:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-08-23T22:49:52+02:00;2020-08-26T15:10:00+02:00;Nancy;87141002;Vélo;Vélos, trottinettes, accessoires 2 roues;Objet trouvé
2020-08-25T19:11:30+02:00;2020-08-26T13:56:54+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-08T11:02:30+02:00;2020-09-08T11:20:45+02:00;Nancy;87141002;Clés, porte-clés;Clés, porte-clés, badge magnétique;Objet trouvé
2020-09-08T10:01:31+02:00;2020-09-12T15:59:39+02:00;Nancy;87141002;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-09-12T21:24:21+02:00;2020-09-13T10:51:09+02:00;Nancy;87141002;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-09-08T20:37:23+02:00;2020-09-09T19:00:46+02:00;Nancy;87141002;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-09-17T13:41:12+02:00;2020-09-17T14:31:40+02:00;Nancy;87141002;Vélo;Vélos, trottinettes, accessoires 2 roues;Objet trouvé
2020-09-21T15:29:23+02:00;2020-09-21T16:05:09+02:00;Nancy;87141002;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-09-20T21:21:03+02:00;2020-09-21T14:45:02+02:00;Nancy;87141002;Vélo;Vélos, trottinettes, accessoires 2 roues;Objet trouvé
2020-09-22T08:39:59+02:00;2020-09-22T18:33:51+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-02-23T22:27:16+01:00;2020-05-25T11:12:58+02:00;Nancy;87141002;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-30T11:42:24+02:00;2020-10-01T16:04:31+02:00;Nancy;87141002;Chaussures (autre que chaussures de ski et patins);Vêtements, chaussures;Objet trouvé
2020-09-06T21:53:03+02:00;2020-10-02T14:16:34+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-08-26T22:08:02+02:00;2020-08-27T16:40:03+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-07-14T10:50:24+02:00;2020-07-26T18:13:46+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-07-07T20:47:08+02:00;2020-08-07T09:39:31+02:00;Nancy;87141002;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-08-08T20:52:11+02:00;2020-08-11T11:56:44+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-10-15T06:27:49+02:00;2020-10-15T07:35:57+02:00;Nancy;87141002;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-07T19:23:50+02:00;2020-10-09T09:46:21+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-10T07:12:17+02:00;2020-10-10T10:27:25+02:00;Nancy;87141002;Sac à main;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-25T22:31:33+01:00;2020-10-26T14:35:07+01:00;Nancy;87141002;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-10-22T20:38:53+02:00;2020-10-27T12:44:01+01:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-11-06T20:13:06+01:00;2020-11-11T13:56:03+01:00;Nancy;87141002;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-11-23T14:32:03+01:00;2020-11-23T14:34:35+01:00;Nancy;87141002;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-04T22:12:43+02:00;2020-09-05T18:30:30+02:00;Nancy;87141002;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-09-05T19:06:34+02:00;2020-09-08T14:17:29+02:00;Nancy;87141002;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-09-06T20:57:56+02:00;2020-09-09T10:56:55+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-07-30T19:18:52+02:00;2020-09-09T12:09:55+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-09T22:18:40+02:00;2020-09-10T10:55:00+02:00;Nancy;87141002;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-03-12T22:26:31+01:00;2020-03-17T10:19:24+01:00;Nancy;87141002;Tablette tactile;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-03-08T14:06:37+01:00;2020-03-08T14:17:08+01:00;Nancy;87141002;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-02-22T20:55:53+01:00;2020-02-25T08:35:50+01:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-02-25T21:37:31+01:00;2020-02-26T12:20:05+01:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-02-26T18:13:02+01:00;2020-02-27T16:38:17+01:00;Nancy;87141002;Sac d'enseigne (plastique, papier, …);Bagagerie: sacs, valises, cartables;Objet trouvé
2020-03-12T19:28:45+01:00;2020-03-13T09:54:17+01:00;Nancy;87141002;Sac à main;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-18T21:19:21+02:00;2020-09-19T14:16:04+02:00;Nancy;87141002;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-03-15T21:44:30+01:00;2020-05-13T14:55:27+02:00;Nancy;87141002;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-05-26T13:57:39+02:00;2020-05-26T19:38:33+02:00;Nancy;87141002;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels;Objet trouvé
2020-09-18T08:42:14+02:00;2020-09-21T17:20:15+02:00;Nancy;87141002;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-05-25T20:48:20+02:00;2020-06-25T12:16:01+02:00;Nancy;87141002;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-09-25T21:47:27+02:00;2020-09-26T10:51:49+02:00;Nancy;87141002;Ordinateur, ordinateur portable, notebook;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-07-09T12:35:53+02:00;2020-07-09T12:54:30+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-12-13T19:25:51+01:00;2020-12-13T20:54:03+01:00;Nancy;87141002;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-07-12T22:52:49+02:00;2020-07-15T16:25:42+02:00;Nancy;87141002;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-07-15T22:53:30+02:00;2020-07-23T11:58:46+02:00;Nancy;87141002;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-07-26T12:06:34+02:00;2020-07-31T13:01:10+02:00;Nancy;87141002;Vélo;Vélos, trottinettes, accessoires 2 roues;Objet trouvé
2020-08-14T19:16:06+02:00;2020-08-17T09:11:19+02:00;Nancy;87141002;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-12-17T22:36:24+01:00;2020-12-18T11:50:41+01:00;Nancy;87141002;Sac à main;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-12-18T20:01:41+01:00;2020-12-19T07:55:56+01:00;Nancy;87141002;Sac d'enseigne (plastique, papier, …);Bagagerie: sacs, valises, cartables;Objet trouvé
2020-12-19T14:59:07+01:00;2020-12-19T16:52:16+01:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-12-20T20:54:07+01:00;2020-12-22T10:42:34+01:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-08-10T21:33:10+02:00;2020-08-16T13:44:41+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-08-01T13:20:27+02:00;2020-08-17T16:30:05+02:00;Nancy;87141002;Clés, porte-clés;Clés, porte-clés, badge magnétique;Objet trouvé
2020-09-07T21:33:24+02:00;2020-09-09T08:26:12+02:00;Nancy;87141002;Sac d'enseigne (plastique, papier, …);Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-05T21:07:57+02:00;2020-10-09T07:14:10+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-10-08T21:22:17+02:00;2020-10-10T15:56:51+02:00;Nancy;87141002;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-18T22:38:35+02:00;2020-10-21T18:48:03+02:00;Nancy;87141002;Sac à main;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-26T09:03:35+01:00;2020-10-26T11:03:27+01:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-11-02T09:28:08+01:00;2020-11-03T07:41:13+01:00;Nancy;87141002;Ordinateur, ordinateur portable, notebook protégé (étui, housse,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-11-09T20:06:17+01:00;2020-11-12T17:25:20+01:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-11-13T10:15:17+01:00;2020-11-13T12:37:37+01:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-11-16T19:47:10+01:00;2020-11-18T18:22:57+01:00;Nancy;87141002;Livre scolaire;Livres, articles de papéterie;Objet trouvé
2020-11-18T22:26:30+01:00;2020-11-19T08:31:03+01:00;Nancy;87141002;Sac à main;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-11-26T11:45:07+01:00;2020-11-26T17:20:15+01:00;Nancy;87141002;Skateboard;Articles de sport, loisirs, camping;Objet trouvé
2020-11-26T09:45:39+01:00;2020-11-27T16:21:07+01:00;Nancy;87141002;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-12-14T10:03:57+01:00;2020-12-15T10:31:42+01:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-07-20T13:46:45+02:00;2020-07-20T13:56:12+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-12-22T10:39:42+01:00;2020-12-22T16:18:25+01:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-12-23T14:23:02+01:00;2020-12-23T14:43:07+01:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-08-25T21:15:49+02:00;2020-08-26T07:00:19+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-08-14T18:44:35+02:00;2020-08-19T15:00:42+02:00;Nancy;87141002;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-08-27T12:20:34+02:00;2020-08-28T13:59:59+02:00;Nancy;87141002;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-06T20:40:19+02:00;2020-09-07T09:08:43+02:00;Nancy;87141002;Tablette tactile protégée (étui, housse);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-09-23T07:52:58+02:00;2020-09-23T09:43:32+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-13T19:49:48+02:00;2020-10-03T12:32:46+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-10-09T22:23:00+02:00;2020-10-14T14:55:37+02:00;Nancy;87141002;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-10T07:19:18+02:00;2020-10-12T10:54:20+02:00;Nancy;87141002;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-16T11:12:29+02:00;2020-10-07T12:44:57+02:00;Nancy;87141002;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-20T09:21:03+02:00;2020-10-20T09:23:53+02:00;Nancy;87141002;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-16T22:55:36+02:00;2020-10-20T18:52:30+02:00;Nancy;87141002;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-26T14:42:49+02:00;2020-10-03T16:20:18+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-10-23T16:10:45+02:00;2020-10-23T17:23:38+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-10-05T16:20:43+02:00;2020-10-06T08:14:25+02:00;Nancy;87141002;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-10-08T21:27:24+02:00;2020-10-09T07:44:44+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-08-21T12:05:06+02:00;2020-08-21T12:43:35+02:00;Nancy;87141002;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-12-09T19:00:59+01:00;2020-12-10T09:31:25+01:00;Nancy;87141002;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-10-27T08:04:35+01:00;2020-10-27T12:37:40+01:00;Nancy;87141002;Autres appareils et accessoires électroniques;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-10-16T19:44:15+02:00;2020-10-27T12:54:40+01:00;Nancy;87141002;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-29T20:16:41+01:00;2020-10-30T17:54:38+01:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-15T22:01:32+02:00;2020-10-17T15:55:15+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-17T09:26:29+02:00;2020-10-17T17:00:47+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-10-07T19:31:50+02:00;2020-10-22T17:47:15+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-12-13T14:02:41+01:00;2020-12-28T14:19:00+01:00;Nancy;87141002;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-11-24T15:15:37+01:00;2020-11-24T19:19:24+01:00;Nancy;87141002;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-11-23T07:56:13+01:00;2020-11-25T09:01:27+01:00;Nancy;87141002;Casque (vélo, moto);Vélos, trottinettes, accessoires 2 roues;Objet trouvé
2020-11-26T07:12:42+01:00;2020-11-26T16:00:40+01:00;Nancy;87141002;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-12-13T17:54:51+01:00;2020-12-13T18:39:47+01:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-12-10T19:34:21+01:00;2020-12-14T12:29:06+01:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-17T22:03:13+02:00;2020-09-18T10:24:39+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-17T05:59:36+02:00;2020-09-24T11:46:56+02:00;Nancy;87141002;Attaché-case, serviette;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-07T12:18:01+02:00;2020-09-27T11:38:04+02:00;Nancy;87141002;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-12-23T22:24:36+01:00;2020-12-23T23:10:31+01:00;Nancy;87141002;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-03T12:39:13+02:00;2020-10-03T14:46:59+02:00;Nancy;87141002;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-03T21:46:31+02:00;2020-10-04T08:46:25+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-06T20:36:11+02:00;2020-10-15T13:51:07+02:00;Nancy;87141002;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-14T22:29:10+02:00;2020-10-15T07:41:50+02:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-10-04T16:13:35+02:00;2020-10-16T18:04:31+02:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-29T17:41:12+02:00;2020-10-18T12:25:59+02:00;Nancy;87141002;Vélo;Vélos, trottinettes, accessoires 2 roues;Objet trouvé
2020-10-21T09:29:16+02:00;2020-10-22T20:05:34+02:00;Nancy;87141002;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-22T22:44:51+02:00;2020-10-24T17:20:55+02:00;Nancy;87141002;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-18T22:47:34+02:00;2020-10-27T12:50:15+01:00;Nancy;87141002;Ordinateur, ordinateur portable, notebook protégé (étui, housse,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-11-18T10:36:27+01:00;2020-11-18T10:39:13+01:00;Nancy;87141002;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-11-18T07:49:04+01:00;2020-11-19T09:50:51+01:00;Nancy;87141002;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-12-26T19:37:12+01:00;2020-12-28T09:51:15+01:00;Nancy;87141002;Ordinateur, ordinateur portable, notebook;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-12-26T19:22:35+01:00;2020-12-28T10:09:28+01:00;Nancy;87141002;Autres appareils et accessoires électroniques;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-11-30T07:08:14+01:00;2020-11-30T18:55:54+01:00;Nancy;87141002;Guitare;Instruments de musique;Objet trouvé
2020-11-30T10:07:44+01:00;2020-12-02T12:30:52+01:00;Nancy;87141002;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
